Instruction,Input,Output,materi,question_id,Template,correct_answer
Sort a list of dictionaries in Python by a given key.,"[{'food': 'apple', 'color': 'red'}, {'food': 'banana', 'color': 'yellow'}, {'food': 'pear', 'color': 'green'}]","list_of_dicts = [{'food': 'apple', 'color': 'red'}, {'food': 'banana', 'color': 'yellow'}, {'food': 'pear', 'color': 'green'}]

# Sort list by given key
sorted_list = sorted(list_of_dicts, key=lambda item:item['color'])

print(sorted_list)",Data Structure,6960,"list_of_dicts = [{'food': 'apple', 'color': 'red'}, {'food': 'banana', 'color': 'yellow'}, {'food': 'pear', 'color': 'green'}]

# Sort list ___ given key
sorted_list = sorted(list_of_dicts, key=lambda item:item['color'])

print(sorted_list)",by
Develop a Python script which sorts a list of names in alphabetical order,"John, Anna, David, Bob, Alex","names = [""John"", ""Anna"", ""David"", ""Bob"", ""Alex""]
  
# sorting the names 
names.sort() 
  
# printing the first name in the sorted list 
print(""The first name in the sorted list is:"") 
print(names[0])",Data Structure,6975,"names = [""John"", ""Anna"", ""David"", ""Bob"", ""Alex""]
  
# sorting the names 
names.sort() 
  
# printing the first name in the sorted list ___(""The first name in the sorted list is:"") 
print(names[0])",print
Write a function in Python to sort a given list according to the second element in the sublist,"list = [['B', 'b'], ['A', 'a'], ['C', 'c']]","def sort_by_second_element(list):
    list.sort(key= lambda x : x[1])
    return list

list = [['B', 'b'], ['A', 'a'], ['C', 'c']]

print(sort_by_second_element(list)) # [['A', 'a'], ['B', 'b'], ['C', 'c']]",Data Structure,6980,"def sort_by_second_element(list):
    list.sort(key= lambda x : x[1])
    return list ___ = [['B', 'b'], ['A', 'a'], ['C', 'c']]

print(sort_by_second_element(list)) # [['A', 'a'], ['B', 'b'], ['C', 'c']]",list
Develop a Python script to calculate the standard deviation of a list of numbers.,"[3, 8, 19, 24, 7, 50]","import statistics

# Store the list of numbers 
number_list = [3, 8, 19, 24, 7, 50]
 
# Calculate the standard deviation  
stdev = statistics.stdev(number_list) 
 
# Print the standard deviation 
print(stdev)",Data Structure,7004,"import statistics

# Store the list ___ numbers 
number_list = [3, 8, 19, 24, 7, 50]
 
# Calculate the standard deviation  
stdev = statistics.stdev(number_list) 
 
# Print the standard deviation 
print(stdev)",of
Generate a Python script to calculate the total cost of items in a grocery list.,"list = {""banana"": 2.5, ""apple"": 3.7, ""orange"": 4.2, ""tomato"": 1.2}","# Calculating the total cost of items in a grocery list

list_cost = 0
list_items = {""banana"": 2.5, ""apple"": 3.7, ""orange"": 4.2, ""tomato"": 1.2}

for item, price in list_items.items():
    list_cost += price
    
print('The total cost of the items in the list is {}'.format(list_cost)",Data Structure,7005,"# Calculating the total cost of items in a grocery list ___ = 0
list_items = {""banana"": 2.5, ""apple"": 3.7, ""orange"": 4.2, ""tomato"": 1.2}

for item, price in list_items.items():
    list_cost += price
    
print('The total cost of the items in the list is {}'.format(list_cost)",list_cost
Write a Python function that takes a list of integers as an argument and returns a list of the squares of all the elements in the input list.,"[1, 2, 3, 4, 5]","def squareList(inputList): 
	# Returns a list of the squares of all the elements in inputList
	squaredList = [] 

	for num in inputList:
		squaredList.append(num ** 2) 

	return squaredList

# Example 
inputList = [1, 2, 3, 4, 5] 

squaredList = squareList(inputList) 

print(squaredList)

# Output: [1, 4, 9, 16, 25]",Data Structure,7024,"def squareList(inputList): 
	# Returns a list ___ the squares of all the elements in inputList
	squaredList = [] 

	for num in inputList:
		squaredList.append(num ** 2) 

	return squaredList

# Example 
inputList = [1, 2, 3, 4, 5] 

squaredList = squareList(inputList) 

print(squaredList)

# Output: [1, 4, 9, 16, 25]",of
Generate a Python program to transform a given list of integers into a dictionary with each list element as the key and its square root as the value.,"[4, 9, 16, 25]","def to_dict(lst): 
    # Initialize a new dictionary 
    new_dict = {}
      
    # Iterate over the list and assign the square root of each element as value  
    for item in lst:
        new_dict[item] = item**0.5
      
    # Return the dictionary  
    return new_dict",Data Structure,7028,"def to_dict(lst): 
    # Initialize a new dictionary 
    new_dict = {}
      
    # Iterate over the list ___ assign the square root of each element as value  
    for item in lst:
        new_dict[item] = item**0.5
      
    # Return the dictionary  
    return new_dict",and
Implement a Python program to find the maximum and minimum of a list.,"[3, 2, 8, 9, 5]","# Function to find the maximum and minimum of a list
def find_max_min(nums):
    max = nums[0]
    min = nums[0]
    for num in nums:
        if num > max:
            max = num
        if num < min:
            min = num
    return (max, min)

# Test program
nums = [3, 2, 8, 9, 5]
max, min = find_max_min(nums)
print('Maximum:', max)
print('Minimum:', min)",Data Structure,7041,"# Function to find the maximum and minimum of a list ___ find_max_min(nums):
    max = nums[0]
    min = nums[0]
    for num in nums:
        if num > max:
            max = num
        if num < min:
            min = num
    return (max, min)

# Test program
nums = [3, 2, 8, 9, 5]
max, min = find_max_min(nums)
print('Maximum:', max)
print('Minimum:', min)",def
Create a program in Python to find the second highest number in a list of numbers.,"[8, 5, 11, 6, 9, 15]","# Create an array of numbers
nums = [8, 5, 11, 6, 9, 15]

# Sort the array in descending order
nums.sort(reverse=True)

# Get the second highest number
second_highest = nums[1]

# Output the result
print(""The second highest number is"", second_highest)",Data Structure,7050,"# Create an array ___ numbers
nums = [8, 5, 11, 6, 9, 15]

# Sort the array in descending order
nums.sort(reverse=True)

# Get the second highest number
second_highest = nums[1]

# Output the result
print(""The second highest number is"", second_highest)",of
Sum up all the elements of a given list in Python.,"my_list = [10,20,30,40]","my_list = [10,20,30,40]

total = 0
for num in my_list:
    total += num

print(""The sum of all elements in the list is: "" + str(total))",Data Structure,7052,"my_list = [10,20,30,40]

total = 0
for num in my_list:
    total += num

print(""The sum of all elements in the list ___: "" + str(total))",is
Rewrite the following Python program using recursion to sum the numbers in a list.,"[2, 4, 6, 8]","# Using recursion to sum the numbers in a list
def recursive_sum(arr):
    if len(arr) == 0:  
        return 0   # Base case 
    else:
        return arr[0] + recursive_sum(arr[1:])   # Recursive case

print(""Sum of the list:"", recursive_sum([2, 4, 6, 8]))",Data Structure,7056,"# Using recursion to sum the numbers in a list ___ recursive_sum(arr):
    if len(arr) == 0:  
        return 0   # Base case 
    else:
        return arr[0] + recursive_sum(arr[1:])   # Recursive case

print(""Sum of the list:"", recursive_sum([2, 4, 6, 8]))",def
Develop an algorithm in Python that finds the minimum element from a given array.,"[14, 7, 25, 16]","def findMin(arr): 
     
    # Initialize minimum element as first 
    # element of array 
    min = arr[0] 
  
    # Loop through the array and get 
    # the current element 
    for i in range(len(arr)): 
        if arr[i] < min: 
            min = arr[i] 
  
    return min

arr = [14, 7, 25, 16]

print(findMin(arr))",Data Structure,7087,"def findMin(arr): 
     
    # Initialize minimum element as first 
    # element of array ___ = arr[0] 
  
    # Loop through the array and get 
    # the current element 
    for i in range(len(arr)): 
        if arr[i] < min: 
            min = arr[i] 
  
    return min

arr = [14, 7, 25, 16]

print(findMin(arr))",min
Write a Python function to sort a list of numbers in ascending order.,"[2,4,3,1,5]","def sort_list(list): 
  list.sort() 
  return list
  
print(sort_list([2,4,3,1,5]))",Data Structure,7105,"def sort_list(list): 
  list.sort() 
  return list ___(sort_list([2,4,3,1,5]))",print
Sort the following array from smallest to largest without using the built in sort method in Python.,"[5, 4, 2, 1, 3]","def bubbleSort(arr):
    n = len(arr) 
    for i in range(n): 
        for j in range(0, n-i-1): 
            if arr[j] > arr[j+1] : 
                arr[j], arr[j+1] = arr[j+1], arr[j]

arr = [5, 4, 2, 1, 3]
bubbleSort(arr) 
print (""Sorted array is:"") 
for i in range(len(arr)): 
    print (""%d"" %arr[i])",Data Structure,7163,"def bubbleSort(arr):
    n = len(arr) 
    for i in range(n): 
        for j in range(0, n-i-1): 
            if arr[j] > arr[j+1] : 
                arr[j], arr[j+1] = arr[j+1], arr[j]

arr = [5, 4, 2, 1, 3]
bubbleSort(arr) 
print (""Sorted array ___:"") 
for i in range(len(arr)): 
    print (""%d"" %arr[i])",is
Develop an algorithm in Python to generate a random permutation of a given list.,"[1, 2, 3, 4, 5]","import random

def generate_permutation(nums):
 n = len(nums)
 permutation = []

# Generate a random index and add the element at that index to the list
 for _ in range(n):
 idx = random.randint(0, len(nums) - 1)
 permutation.append(nums[idx])
 nums.pop(idx)

return permutation

# Test the function
print(generate_permutation([1, 2, 3, 4, 5]))    # Output: [4, 2, 5, 3, 1]",Data Structure,7189,"import random

def generate_permutation(nums):
 n = len(nums)
 permutation = []

# Generate a random index and add the element at that index to the list ___ _ in range(n):
 idx = random.randint(0, len(nums) - 1)
 permutation.append(nums[idx])
 nums.pop(idx)

return permutation

# Test the function
print(generate_permutation([1, 2, 3, 4, 5]))    # Output: [4, 2, 5, 3, 1]",for
Create a Python program to convert a list of temperatures from Celcius to Fahrenheit.,"temp_list = [30,15,17,18]","temp_list = [30,15,17,18]

# Convert each element in the list to Fahrenheit
fahrenheit_list = []

for temp in temp_list:
 fahrenheit_list.append(temp*9/5 + 32)

print(fahrenheit_list)
# [86.0, 59.0, 62.6, 64.4]",Data Structure,7209,"temp_list = [30,15,17,18]

# Convert each element in the list ___ Fahrenheit
fahrenheit_list = []

for temp in temp_list:
 fahrenheit_list.append(temp*9/5 + 32)

print(fahrenheit_list)
# [86.0, 59.0, 62.6, 64.4]",to
Design an algorithm in Python that reverses the order of strings in a list.,"[""Apple"", ""Banana"", ""Carrot"", ""Durian""]","def reverseList(list):
    list.reverse()
    return list

list = [""Apple"", ""Banana"", ""Carrot"", ""Durian""]

reverseList(list)",Data Structure,7247,"def reverseList(list):
    list.reverse()
    return list ___ = [""Apple"", ""Banana"", ""Carrot"", ""Durian""]

reverseList(list)",list
Construct a function in Python to remove a given value from a list of integers.,"[5, 7, 6, 1, 3], 3","def remove_element(list, element):
  for i in list:
    if i == element:
      list.remove(i)
  return list

list = [5, 7, 6, 1, 3]
element = 3

print(remove_element(list, element)) # => [5, 7, 6, 1]",Data Structure,7315,"def remove_element(list, element):
  for i in list:
    if i == element:
      list.remove(i)
  return list ___ = [5, 7, 6, 1, 3]
element = 3

print(remove_element(list, element)) # => [5, 7, 6, 1]",list
Create a function in Python to find the minimum value in a given array.,An array of integers arr[],"def findMin(arr): 
   
    # Initialize minimum element 
    min = arr[0] 
   
    # Traverse array elements starting from 
    # 1st to the last 
    for i in range(1, len(arr)): 
        if arr[i] < min: 
            min = arr[i]
   
    return min

arr = [10, 11, 8, 9, 2] 
print(findMin(arr))",Data Structure,7332,"def findMin(arr): 
   
    # Initialize minimum element 
    min = arr[0] 
   
    # Traverse array ___ starting from 
    # 1st to the last 
    for i in range(1, len(arr)): 
        if arr[i] < min: 
            min = arr[i]
   
    return min

arr = [10, 11, 8, 9, 2] 
print(findMin(arr))",elements
Create a Python program that takes any number of lists and combines them into a single list.,"list_1 = [1, 2, 3]
list_2 = [4, 5, 6]
list_3 = [7, 8, 9]","def combine_lists(*lists):
    '''This function takes any number of lists and combines them into a single list.'''
    combined_list = []

    for list in lists:
        for item in list:
            combined_list.append(item)

    return combined_list

combined_list = combine_lists(list_1, list_2, list_3)
print(combined_list)",Data Structure,7375,"def combine_lists(*lists):
    '''This function takes any number of lists and combines them into a single list.'''
    combined_list = []

    for list ___ lists:
        for item in list:
            combined_list.append(item)

    return combined_list

combined_list = combine_lists(list_1, list_2, list_3)
print(combined_list)",in
